DBN,Year,PreK,Kindergarten,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Ungraded,Total,SCC,CTT,other,bilingual,dualLang,esl,ELLwithIEP,overage,nativeAmerican,black,latino,asian,white,male,female,attendance,stability,povertyRate,temporaryHousing,immigrants,principalSuspensions,superintendentSuspensions,cte,earlyCollege,teachers,admin,paraprofessionals,fullyLicensed,moreThanTwoTeaching,moreThanFiveTeaching,mastersDegreeOrHigher,coreClassHighlyQualifiedTeacher
25Q499,2008,17,40,50,58,50,51,65,59,48,38,0,0,0,0,0,476,23,0,18,0,0,18,0,0,0.6,43.3,17.4,32.6,6.1,51.5,48.5,96.8,99.3,32.5,1,3,6,0,0,0,28,6,3,100,60.7,39.3,86,100
25Q525,2008,0,0,0,0,0,0,0,0,0,0,284,287,251,271,0,1093,0,0,2,0,0,0,0,0,0,7.4,11.8,50.8,30,29.2,70.8,97.3,99.7,25.4,0,0,4,0, TBD ,0,55,20,0,100,84.5,74.1,90,99.2
25Q670,2008,0,0,0,0,0,0,0,0,0,0,222,189,85,108,0,604,0,33,47,0,0,30,1,13,0.3,15.7,33.3,21.8,28.8,51.2,48.8,89.9,97.8,27.7,0,12,0,4, TBD ,0,31,11,1,100,58.1,38.7,71,92.2
25Q792,2008,0,0,0,0,0,0,0,0,0,0,43,83,18,7,0,151,0,0,10,0,0,5,0,22,0.7,27.8,48.3,12.6,10.6,49,51,,86.2,55.7,2,1,2,0, TBD ,0,11,3,0,100,0,54.5,91,80
26Q018,2008,47,49,73,77,75,93,91,0,0,0,0,0,0,0,0,505,0,3,26,0,0,51,0,0,0.4,8.7,15.8,61.8,13.3,49.9,50.1,96.5,92.7,26.1,0,9,1,1,0,0,28,3,2,100,64.3,39.3,96,100
26Q026,2008,50,104,86,107,90,87,92,0,0,0,0,0,0,0,1,617,0,36,42,0,0,50,3,0,0.5,10.5,11.2,63,14.8,51.2,48.8,95,92.3,32.9,1,6,0,0,0,0,46,13,0,100,82.6,69.6,96,100
26Q031,2008,30,62,83,89,93,94,97,0,0,0,0,0,0,0,1,549,0,0,44,0,0,102,4,0,0.2,8.6,18.8,53,19.5,52.3,47.7,96.3,94,38.4,1,11,0,1,0,0,35,4,1,100,77.1,54.3,91,97.5
26Q041,2008,0,72,84,70,87,61,53,0,0,0,0,0,0,0,0,427,0,9,30,0,0,32,0,0,0,2.8,14.3,42.9,40,55.3,44.7,95.6,96.5,21.2,0,0,0,0,0,0,26,3,2,92.3,69.2,69.2,92,100
26Q046,2008,0,51,60,64,62,76,73,0,0,0,0,0,0,0,17,403,49,59,24,0,0,36,9,0,0,7,14.4,58.3,20.4,54.8,45.2,96.4,93.8,27.7,2,4,0,0,0,0,41,24,13,100,82.9,48.8,93,100
26Q067,2008,0,0,0,0,0,0,0,317,319,308,1,0,0,0,1,946,26,0,64,0,0,38,3,0,0.2,3.8,8.9,53.1,34,53.1,46.9,96.7,97.2,15,1,17,13,3, TBD ,0,52,13,1,100,69.2,57.7,79,96.8
26Q074,2008,0,0,0,0,0,0,0,328,330,351,0,0,0,0,14,1023,34,10,59,0,0,56,5,0,0.1,7.1,9.7,63.3,19.8,50,50,96.6,96.6,26.5,1,23,33,10,0,0,59,19,4,98.3,79.7,59.3,98,99.5
26Q094,2008,0,72,68,73,61,82,76,0,0,0,0,0,0,0,0,432,0,0,36,0,0,44,0,0,0,2.8,14.4,47.9,35,53.7,46.3,95.8,93.5,15.1,2,8,0,0,0,0,28,5,0,100,78.6,64.3,96,96.3
26Q098,2008,0,28,41,51,50,50,40,0,0,0,0,0,0,0,0,260,0,0,31,0,0,5,0,0,0,2.3,9.2,28.8,59.6,50.4,49.6,96.2,96.6,9.6,0,0,0,0,0,0,15,3,1,100,100,86.7,87,100
26Q115,2008,36,61,63,73,56,68,82,0,0,0,0,0,0,0,1,440,39,17,27,0,0,53,7,0,0,10,12.3,64.1,13.6,51.6,48.4,95.8,92.4,30,1,10,0,0,0,0,39,7,2,92.3,71.8,66.7,82,100
26Q133,2008,22,80,74,78,80,91,75,0,0,0,0,0,0,0,1,501,27,39,17,0,0,41,11,0,0.4,6.6,19.4,53.9,19.8,56.7,43.3,96.2,93.3,35.2,1,10,0,0,0,0,44,10,5,100,77.3,68.2,86,100
26Q158,2008,0,0,0,0,0,0,0,335,403,404,0,0,0,0,2,1144,70,21,68,0,0,91,22,0,0,7.6,13.6,57.9,21,51.4,48.6,96.8,95.9,33,0,39,45,2,0,0,68,17,4,100,77.9,60.3,91,97.6
26Q159,2008,45,77,68,94,68,74,96,0,0,0,0,0,0,0,0,522,18,0,53,0,0,68,0,0,0,1.5,14.6,42.5,41.4,51.7,48.3,95.7,95.4,26,0,8,0,0,0,0,36,11,7,100,88.9,83.3,100,100
26Q162,2008,0,114,126,128,120,104,140,0,0,0,0,0,0,0,0,732,0,0,52,0,0,86,7,0,0,2.2,9.2,66.3,22.4,50.1,49.9,97.1,94.1,29.5,0,3,0,1,0,0,42,4,0,95.2,95.2,73.8,98,100
26Q172,2008,0,0,0,0,0,0,0,349,367,368,0,0,0,0,0,1084,34,32,73,0,0,41,0,0,0.4,11.9,15.9,49.7,22.1,51.4,48.6,96.2,97.2,31.2,3,24,51,6,0,0,62,13,2,100,79,67.7,89,93.8
26Q173,2008,49,107,116,132,100,139,136,0,0,0,0,0,0,0,0,779,12,0,57,0,0,72,6,0,0,2.2,8.6,64.4,24.8,54.7,45.3,96.9,95.8,34.6,0,8,1,0,0,0,47,7,5,100,80.9,70.2,91,95.5
26Q178,2008,18,38,37,56,61,67,59,62,40,0,0,0,0,0,2,440,22,0,32,0,0,17,0,0,0,9.8,13.4,29.6,47.3,55.9,44.1,96.4,96,25.7,2,1,0,6,0,0,32,8,1,100,78.1,62.5,97,100
26Q186,2008,31,59,52,49,32,35,46,0,0,0,0,0,0,0,0,304,5,24,20,0,0,5,0,0,0.7,13.2,19.4,37.5,29.3,50,50,95.5,95.9,21.6,0,0,0,0,0,0,32,5,1,100,56.3,43.8,94,86
26Q188,2008,0,57,77,84,66,77,78,0,0,0,0,0,0,0,0,439,0,0,35,0,0,17,0,0,0,4.1,9.6,53.1,33.3,56.3,43.7,97.2,97.7,8.6,1,1,0,0,0,0,26,3,3,100,57.7,61.5,92,100
26Q191,2008,35,54,44,48,57,50,59,0,0,0,0,0,0,0,2,349,7,0,13,0,0,47,0,0,0,4,8.3,68.8,18.9,51,49,96.4,93.1,41,0,9,0,0,0,0,19,3,3,100,78.9,68.4,100,96.3
26Q203,2008,72,93,97,123,119,110,133,0,0,0,0,0,0,0,2,749,23,0,59,0,0,102,1,0,0.3,1.7,6.5,71.2,20.3,45.7,54.3,97,97.2,18.9,0,13,0,0,0,0,46,12,5,91.3,78.3,52.2,87,100
26Q205,2008,36,45,36,40,43,34,44,0,0,0,0,0,0,0,0,278,9,0,14,0,0,14,0,0,0,7.2,8.6,46,38.1,53.2,46.8,96.7,97.5,23.5,1,0,0,0,0,0,19,3,2,100,78.9,63.2,79,83.3
26Q213,2008,45,56,62,67,52,65,77,0,0,0,0,0,0,0,1,425,31,13,18,0,0,50,1,0,0.2,5.2,12.2,61.9,20.5,56.7,43.3,96.7,92.2,26.3,1,9,0,0,0,0,37,11,5,100,89.2,81.1,95,100
26Q216,2008,0,0,0,0,0,0,0,406,381,463,0,0,0,0,0,1250,26,6,48,0,0,111,7,0,0.2,11.8,12.6,62,13.5,52.2,47.8,96.3,95.8,43.3,2,41,71,4,0,0,70,12,4,100,68.6,54.3,90,97.2
26Q221,2008,49,91,95,90,89,112,114,0,0,0,0,0,0,0,0,640,9,0,48,0,0,65,0,0,0,1.2,8.3,66.4,24.1,48.1,51.9,96.7,93.5,17.5,1,8,0,0,0,0,40,9,4,100,77.5,55,93,100
26Q266,2008,33,44,64,48,71,82,55,88,89,93,0,0,0,0,2,669,9,28,61,0,0,10,0,0,0.8,10.5,13.8,39,36,51.6,48.4,96.2,99.4,16.5,0,1,2,0,0,0,47,10,2,93.6,83,61.7,94,95.9
26Q415,2008,0,0,0,0,0,0,0,0,0,0,873,1077,1069,883,0,3902,116,0,136,77,0,182,0,41,0.2,18.1,15.6,46.1,20,47.1,52.9,90.5,95.9,17.4,3,82,273,17, TBD ,0,201,49,4,99,82.1,68.1,90,93.9
26Q430,2008,0,0,0,0,0,0,0,0,0,0,1223,1239,1015,914,81,4472,249,51,132,12,0,508,52,89,0.1,12.1,23.3,48,16.6,49.9,50.1,91.3,95.8,26.7,9,154,183,17, TBD ,0,221,53,18,96.9,80.9,74.7,86,88.1
26Q435,2008,0,0,0,0,0,0,0,0,0,0,1154,837,549,609,8,3157,168,22,131,0,0,184,26,100,0.8,61.1,14.5,20.5,3.2,51.8,48.2,85.7,93.9,29,11,56,136,18, TBD ,0,154,49,8,99.4,79.4,61.9,85,92.8
26Q495,2008,0,0,0,0,0,0,0,0,0,0,1121,1213,1051,685,2,4072,84,136,65,0,0,354,11,103,0.1,15.4,17.3,48.5,18.7,47.7,52.3,90.1,96.2,35.1,20,116,109,26, TBD ,678,199,47,3,99.5,66.8,52.2,81,98
26Q566,2008,0,0,0,0,0,0,0,0,0,0,326,299,235,252,2,1114,0,75,70,0,0,21,2,7,0.4,40.8,15.5,26.8,16.4,45.3,54.7,91.8,97.2,27.3,0,6,117,12, TBD ,0,69,28,7,100,58,37.7,74,73.2
27Q042,2008,0,64,92,83,64,90,83,95,106,109,0,0,0,0,3,789,93,24,51,0,0,29,0,6,1.1,76.3,17.9,2.5,2.2,53.4,46.6,88.8,84.3,85.7,24,3,74,39,0,0,74,11,6,100,62.2,47.3,80,70.7
27Q043,2008,54,133,156,145,140,142,136,163,165,121,0,0,0,0,19,1374,63,49,38,0,62,37,4,7,0.4,68.4,26.4,2.9,1.8,51.6,48.4,91.5,91.4,79,19,7,101,75,0,0,108,28,13,100,65.7,55.6,81,96.3
27Q045,2008,10,54,63,72,51,55,44,65,0,0,0,0,0,0,3,417,12,26,19,0,0,13,2,1,0.5,82.7,10.8,4.6,1.4,51.8,48.2,93.4,85.8,66.7,8,0,2,2,0,0,40,9,2,100,80,57.5,85,100
27Q047,2008,19,34,21,25,25,26,27,18,30,23,0,0,0,0,2,250,11,10,28,0,0,3,2,1,0.8,8,9.2,2.8,79.2,51.6,48.4,93.6,96.5,44.6,0,0,2,0,0,0,20,9,4,95,85,70,80,100
27Q051,2008,36,105,117,0,0,0,0,0,0,0,0,0,0,0,1,259,0,19,5,0,0,56,0,0,1.5,6.2,27.4,49.8,15.1,56.4,43.6,,89.1,59.9,1,1,3,0,0,0,23,4,4,95.7,69.6,73.9,87,100
27Q053,2008,0,0,0,0,0,0,0,132,249,264,0,0,0,0,0,645,64,24,22,0,0,71,0,3,0.5,62.8,33,2,1.7,51,49,89.4,89.5,85.2,20,0,63,55,0,0,50,17,1,100,66,56,82,93.5
27Q056,2008,0,0,0,111,117,114,128,0,0,0,0,0,0,0,1,471,12,16,22,0,0,75,6,0,0.6,9.6,34.8,45.9,9.1,51.6,48.4,95.2,94.5,66.7,6,13,1,3,0,0,32,7,1,100,68.8,56.3,84,88.6
27Q060,2008,35,161,172,155,186,194,220,0,0,0,0,0,0,0,4,1127,37,21,46,12,0,176,6,0,1.1,6.9,68.9,18,5.1,48.9,51.1,92.8,92.9,64,15,25,0,0,0,0,82,14,3,100,67.1,50,84,98.9
27Q062,2008,0,144,156,169,151,177,177,0,0,0,0,0,0,0,2,976,5,17,33,0,0,129,0,0,0.3,6,28.7,62.8,2.2,50.1,49.9,94.7,91.5,67.6,7,17,21,0,0,0,69,11,3,100,71,40.6,83,95.8
27Q063,2008,0,189,223,214,206,208,211,0,0,0,0,0,0,0,29,1280,95,0,56,0,0,157,9,0,0,7,51.5,31.6,9.9,50.6,49.4,93.4,92.5,64.1,3,7,0,0,0,0,96,28,1,99,83.3,61.5,89,98.9
27Q064,2008,0,100,105,114,119,141,110,0,0,0,0,0,0,0,2,691,0,11,31,0,0,147,0,0,0.3,7,47.8,42.3,2.8,52,48,93.3,92.1,69.6,3,3,2,1,0,0,47,8,5,100,85.1,72.3,94,80.4
27Q065,2008,0,88,87,101,87,109,91,0,0,0,0,0,0,0,2,565,29,8,23,0,0,60,4,0,0,8.8,42.3,42.3,6.6,54.7,45.3,94.1,91.3,67.4,0,5,4,0,0,0,44,12,3,100,77.3,68.2,91,100
27Q066,2008,0,80,73,61,72,67,69,0,0,0,0,0,0,0,4,426,0,17,18,0,0,96,0,0,0.7,7.5,65,16.4,10.3,49.1,50.9,93.7,90.7,75.6,1,2,0,0,0,0,31,6,1,96.8,77.4,61.3,90,100
27Q090,2008,35,121,130,148,132,138,138,0,0,0,0,0,0,0,3,845,26,9,38,10,0,188,0,0,1.4,9,58.1,28.2,3.3,52.4,47.6,93.3,93.1,66.6,4,16,3,7,0,0,65,10,3,100,78.5,69.2,89,92
27Q096,2008,30,30,63,35,37,27,28,19,0,0,0,0,0,0,2,271,19,0,12,0,0,20,0,0,3,44.6,18.1,32.1,2.2,53.5,46.5,92.6,90.4,73.9,1,0,0,1,0,0,23,7,2,100,73.9,60.9,87,77.1
27Q097,2008,18,106,129,114,128,118,102,0,0,0,0,0,0,0,0,715,22,22,39,10,0,154,18,0,0.3,3.2,70.2,22,4.3,54.6,45.4,93,93.4,86,2,12,0,0,0,0,57,6,3,100,78.9,71.9,93,100
27Q100,2008,0,151,148,169,193,213,179,0,0,0,0,0,0,0,2,1055,23,25,46,0,0,84,4,0,0.3,8.2,32.5,56.2,2.8,52,48,93.9,93.8,85.6,5,4,24,1,0,0,81,10,5,100,81.5,63,93,81
27Q104,2008,30,102,88,91,63,84,79,80,0,0,0,0,0,0,2,619,32,52,19,0,0,29,0,1,0.6,68.8,25.2,4,1.3,52.7,47.3,91.3,89,78.5,6,1,19,11,0,0,56,9,6,100,66.1,60.7,88,98.5
27Q105,2008,35,92,104,113,85,97,97,97,86,88,0,0,0,0,1,895,43,26,51,0,0,62,0,2,0.6,67.4,29.2,1.4,1.4,49.9,50.1,90.2,89.6,79.5,21,10,150,21,0,0,75,17,8,100,58.7,52,93,94.7
27Q106,2008,16,54,69,59,84,64,66,0,0,0,0,0,0,0,1,413,32,16,6,0,0,18,0,0,1.4,78.9,11.9,4.1,3.6,49.2,50.8,92,94.6,78.9,11,0,10,21,0,0,37,7,3,100,56.8,54.1,78,95.7
27Q108,2008,72,224,193,201,220,206,173,0,0,0,0,0,0,0,7,1296,59,0,46,0,0,81,2,0,0.5,6.6,30.1,60,2.8,51.2,48.8,94.9,94,59.9,6,9,11,11,0,0,88,15,6,100,65.9,62.5,84,100
27Q114,2008,36,135,102,113,118,105,106,53,28,28,0,0,0,0,0,824,7,18,76,0,0,23,0,0,0.1,3.5,5.3,2.2,88.8,52.9,47.1,94.1,97.8,16.5,1,0,6,2,0,0,54,16,7,100,66.7,63,98,79.1
27Q123,2008,53,86,103,104,75,101,85,0,0,0,0,0,0,0,5,612,43,25,26,0,0,32,0,0,1,73.9,12.6,9.5,3.1,48.5,51.5,92.1,91.2,77.2,9,6,20,3,0,0,52,14,3,100,86.5,73.1,83,98
27Q124,2008,36,133,164,136,129,121,119,114,101,87,0,0,0,0,2,1142,0,22,43,0,0,34,0,0,0.4,35.6,20.5,40.8,2.7,47.7,52.3,94.5,93.4,70.9,5,9,46,9,0,0,69,9,1,100,76.8,52.2,88,97.8
27Q137,2008,0,0,0,0,0,0,0,540,634,672,0,1,0,0,3,1850,57,27,90,0,0,120,11,4,0.5,9.7,34,52.3,3.6,50.8,49.2,92.1,93.5,67,1,34,65,17, TBD ,0,122,19,8,100,68.9,45.1,79,99
27Q146,2008,35,93,67,77,81,67,68,45,69,0,0,0,0,0,2,604,21,76,41,0,0,30,0,0,0,4.1,25.3,3.8,66.7,55.6,44.4,94.2,96.2,39,2,2,10,0,0,0,48,16,7,100,81.3,72.9,85,100
27Q155,2008,71,96,94,89,115,94,103,0,0,0,0,0,0,0,1,663,22,13,19,0,0,53,5,0,0.8,45.4,22.8,30,1.1,48.3,51.7,94.3,89.5,68.6,3,4,6,2,0,0,50,12,2,100,90,82,96,87.2
27Q183,2008,18,55,78,75,71,78,56,57,81,89,0,0,0,0,1,659,42,17,33,0,0,31,0,6,1.5,66.6,22.9,5.3,3.6,48.2,51.8,90.3,87.8,81,11,12,16,23,0,0,51,14,5,100,70.6,56.9,78,95.9
27Q197,2008,17,60,71,52,67,54,78,79,0,0,0,0,0,0,1,479,51,20,17,4,19,41,11,1,1.2,54.7,40.5,1,2.5,49.1,50.9,93,93.4,87.7,8,4,69,7,0,0,49,10,3,100,71.4,69.4,96,93.3
27Q202,2008,0,0,0,0,0,0,0,317,368,458,0,0,0,0,1,1144,65,28,72,0,0,75,8,1,0.2,10.9,40.6,30.2,18.1,50.4,49.6,90.8,93.5,50.5,2,17,45,15,0,0,83,15,4,100,75.9,51.8,87,97.5
27Q207,2008,56,72,81,70,77,76,76,69,84,84,0,0,0,0,3,748,27,23,87,0,0,5,5,1,0.5,3.7,12.2,4.6,79,49.2,50.8,94.4,98.2,32,0,0,0,0,0,0,62,20,5,98.4,82.3,71,82,100
27Q210,2008,0,0,0,0,0,0,0,617,680,697,0,0,0,0,27,2021,102,51,119,16,0,200,33,9,0.2,6.8,60.6,27.3,5.1,52.2,47.8,91,93.4,63.1,20,58,60,19,0,0,133,28,2,100,82,59.4,83,95.1
27Q215,2008,36,84,111,93,85,106,81,0,0,0,0,0,0,0,0,596,47,23,6,0,0,93,3,0,1.5,50.8,43.3,2,2.4,54.2,45.8,90.9,87.8,81,11,3,20,30,0,0,49,13,2,100,81.6,65.3,88,96.4
27Q223,2008,53,93,116,78,117,120,106,0,0,0,0,0,0,0,12,695,64,3,49,0,0,27,0,0,1.3,77.7,10.1,9.6,1.3,50.2,49.8,93.1,89,70.5,9,1,0,2,0,0,58,16,6,100,84.5,69,88,98.7
27Q225,2008,36,51,58,48,68,61,69,63,82,94,0,0,0,0,0,630,42,13,36,0,0,68,2,2,1,42.7,36.8,2.5,17,54.6,45.4,87.1,87.7,65.6,13,5,0,37,0,0,58,11,1,98.3,70.7,37.9,79,78.4
27Q226,2008,0,0,0,0,0,0,0,442,649,567,0,0,0,0,9,1667,112,50,100,0,0,50,4,12,1.3,49,19.5,28.8,1.4,53.1,46.9,90.1,92.6,58.3,12,20,94,23,0,0,112,17,7,100,71.4,65.2,80,98.1
27Q232,2008,0,98,110,106,96,103,119,82,81,0,0,0,0,0,0,795,72,0,45,0,0,40,0,0,0.4,8.6,38,13.6,39.5,52.7,47.3,93.7,96.4,46.4,4,1,1,0,0,0,57,14,1,100,68.4,63.2,91,95.6
27Q253,2008,31,66,90,119,89,57,45,0,0,0,0,0,0,0,0,497,19,33,15,0,0,85,0,0,1.8,55.9,38.2,1.4,2.6,51.9,48.1,91.8,89.4,81.9,0,2,0,0,0,0,49,13,5,100,40.8,22.4,71,94.1
27Q254,2008,36,100,112,112,103,74,55,0,0,0,0,0,0,0,1,593,25,38,15,0,0,84,3,0,0.7,6.6,62.4,22.3,8.1,53,47,93.3,90.6,71,2,13,0,0,0,0,47,18,7,100,55.3,27.7,72,96.4
27Q260,2008,0,0,0,0,0,0,0,0,0,0,109,109,78,48,0,344,0,18,2,0,0,9,0,11,0.9,72.4,18.6,6.4,1.7,47.4,52.6,82.5,93.2,68.2,11,2,7,3, TBD ,0,23,6,0,100,29.2,25,79,87.3
27Q262,2008,0,0,0,0,0,0,0,78,78,89,110,87,66,73,0,581,0,8,29,0,0,10,0,0,0.9,58.2,26,4.8,10.2,45.1,54.9,95.4/90.7,99.3,58,0,2,30,2, TBD ,0,37,8,1,100,54.1,40.5,84,96.8
27Q279,2008,0,0,0,0,0,0,0,0,0,0,103,123,0,0,0,226,0,0,14,0,0,20,0,0,1.3,15,61.5,17.3,4.9,46,54,91,97.3,70.5,1,7,34,9, TBD ,0,15,4,0,100,0,20,67,92.5
27Q282,2008,0,0,0,0,0,0,0,80,78,0,0,0,0,0,0,158,0,0,4,0,0,1,0,0,0,75.3,18.4,3.2,3.2,43.7,56.3,96.4,98.7,76.3,1,0,1,0,0,0,8,4,0,100,0,25,88,100
27Q323,2008,0,0,0,0,0,0,0,186,176,146,94,0,0,0,0,602,0,0,3,0,0,1,0,0,0.8,20.3,12.1,18.6,48.2,48,52,96.4/96.3,98,29.5,2,1,11,2, TBD ,0,35,9,0,100,40,22.9,63,100
27Q333,2008,50,82,52,64,60,19,33,0,0,0,0,0,0,0,3,363,23,3,3,0,0,0,0,0,0.6,81.8,14.9,1.9,0.8,46,54,94.5,96,93.3,0,0,21,3,0,0,29,6,5,96.6,3.4,41.4,72,95.7
27Q400,2008,0,0,0,0,0,0,0,0,0,0,417,416,249,279,5,1366,100,40,90,0,0,57,0,99,0.4,80.4,11.6,6,1.6,56.4,43.6,81.8,92.9,75.8,11,17,84,53, TBD ,0,79,32,2,98.8,84.3,73.5,87,83.3
27Q410,2008,0,0,0,0,0,0,0,0,0,0,691,503,314,283,1,1792,91,118,104,0,0,68,0,149,0.8,53.1,31.8,3.9,10.4,57.4,42.6,79.7,92.5,65.5,7,3,281,115, TBD ,0,115,49,2,100,81.7,62.5,83,95
27Q465,2008,0,0,0,0,0,0,0,0,0,0,279,240,171,150,3,843,94,38,37,100,0,20,5,88,0,60,35,3.4,1.5,48.3,51.7,76.4,89,72.7,14,16,74,35, TBD ,0,63,24,6,100,80,41.5,75,78.7
27Q475,2008,0,0,0,0,0,0,0,0,0,0,1345,1048,702,488,4,3587,179,53,181,271,0,331,33,240,0.8,14.9,52,28.5,3.8,51.4,48.6,79.2,93.2,34.4,7,139,436,73, TBD ,0,173,50,6,100,73.6,55.1,81,97.5
27Q480,2008,0,0,0,0,0,0,0,0,0,0,1299,871,665,421,3,3259,173,70,142,202,0,83,0,286,0.7,28.1,39.3,26.4,5.6,53.7,46.3,75.3,89.9,66.1,19,93,119,86, TBD ,0,180,46,4,100,82.3,61.3,84,92.7
27Q650,2008,0,0,0,0,0,0,0,0,0,0,189,195,0,0,0,384,0,2,3,0,0,2,0,0,0.3,9.6,47.9,27.6,14.6,67.2,32.8,94.7,99,63.8,2,0,10,2, TBD ,0,24,8,0,100,0,25,83,68.4
28Q008,2008,0,0,0,0,0,0,0,99,416,392,0,0,0,0,0,907,77,28,68,0,0,49,0,15,0.6,65.8,18,14.9,0.8,52.4,47.6,90.8,91.8,61.1,17,15,111,60,0,0,77,14,3,100,42.9,33.8,78,92
28Q030,2008,18,74,93,103,71,111,101,0,0,0,0,0,0,0,4,575,69,18,19,0,0,18,5,0,0.7,85.6,7.6,1.9,4.2,55.6,44.4,93.3,91.9,61.5,13,5,4,8,0,0,49,13,6,100,81.6,67.3,80,100
28Q040,2008,36,80,66,77,74,74,42,69,0,0,0,0,0,0,4,522,17,8,29,0,0,36,1,1,1,76.4,16.5,4,2.1,49.2,50.8,89.7,90.8,88.8,12,0,15,17,0,0,37,11,3,97.3,78.4,48.6,78,81.3
28Q048,2008,18,46,61,58,53,61,54,0,0,0,0,0,0,0,1,352,28,0,21,0,0,21,0,0,1.1,78.1,12.2,7.1,1.4,48.9,51.1,91,85.7,72.5,10,3,14,2,0,0,28,6,4,96.4,71.4,75,86,82.2
28Q050,2008,36,83,129,135,119,131,108,89,0,0,0,0,0,0,2,832,20,15,50,0,0,107,3,0,1.9,36.3,40.4,16.6,4.8,47.7,52.3,93.5,91.3,92.1,1,12,8,0,0,0,64,12,0,100,57.8,54.7,92,98.2
28Q054,2008,0,88,83,92,86,106,85,0,0,0,0,0,0,0,2,542,51,0,36,29,0,94,1,0,0.9,8.5,47,40.8,2.8,52.8,47.2,93.4,84.8,75.4,12,16,30,2,0,0,43,8,0,100,88.4,86,93,100
28Q055,2008,36,97,111,85,80,112,87,98,0,0,0,0,0,0,4,710,53,0,47,0,0,46,2,1,0.8,13.4,30.6,52.8,2.4,54.1,45.9,93.3,91,65.8,2,4,0,0,0,0,51,11,6,100,86.3,72.5,96,100
28Q072,2008,0,0,0,0,0,0,0,130,325,287,0,0,0,0,0,742,69,0,48,0,0,22,2,3,0.5,63.9,14,20.8,0.8,55.1,44.9,91.8,91.5,64.3,15,9,46,26,0,0,60,14,1,100,76.7,56.7,75,97.6
28Q080,2008,0,81,92,114,114,101,104,0,0,0,0,0,0,0,16,622,97,47,31,0,0,33,0,0,0.6,86,7.9,2.2,3.2,52.7,47.3,92.7,93.6,56.4,8,4,7,4,0,0,63,25,8,100,79.4,65.1,89,91.4
28Q082,2008,36,89,94,91,87,91,80,0,0,0,0,0,0,0,5,573,38,0,38,16,0,134,2,0,0,8.4,50.1,39.1,2.4,51,49,93.7,90.1,89.2,8,40,0,1,0,0,48,11,2,95.8,79.2,79.2,94,97.8
28Q086,2008,0,0,0,0,232,213,241,211,0,0,0,0,0,0,0,897,54,0,53,35,0,203,9,0,0.1,18.2,42.5,36.2,3,48.9,51.1,94.6,91.7,74.3,8,31,41,9,0,0,63,13,4,98.4,79.4,68.3,94,100
28Q099,2008,0,107,140,107,88,113,94,102,0,0,0,0,0,0,1,752,30,10,60,0,0,121,8,0,0.4,7.8,36,31.8,23.9,52.1,47.9,94.8,94.2,60.2,1,16,0,0,0,0,49,13,4,100,87.8,55.1,94,92.9
28Q101,2008,36,92,76,101,87,79,62,77,0,0,0,0,0,0,2,612,13,19,37,0,0,40,1,0,0.3,3.4,14.2,34.8,47.2,52,48,95.1,95.1,17.3,4,8,26,2,0,0,43,10,2,100,76.7,60.5,93,89.7
28Q117,2008,27,152,166,156,174,144,162,142,0,0,0,0,0,0,2,1125,20,0,45,0,0,189,4,0,0.1,13.9,29.4,40,16.6,50.1,49.9,93.7,94.2,71.6,0,18,28,6,0,0,73,7,1,100,75.3,54.8,88,98.2
28Q121,2008,35,101,140,127,145,132,126,130,0,0,0,0,0,0,6,942,6,31,46,0,0,30,0,1,1.5,24.5,14.2,56.3,3.5,51.1,48.9,94.3,91.1,77.2,4,2,0,0,0,0,71,10,0,94.4,77.5,39.4,79,96.3
28Q139,2008,0,120,119,102,104,103,130,106,0,0,0,0,0,0,4,788,20,0,28,0,0,127,0,0,0,3.2,26.4,35,35.4,51.9,48.1,95.2,95.9,49.3,2,14,8,8,0,0,48,8,4,97.9,77.1,64.6,92,100
28Q140,2008,36,96,115,116,96,98,107,70,0,0,0,0,0,0,4,738,59,0,54,0,0,24,3,0,0.7,83.9,12.3,1.6,1.5,50,50,91.7,87.9,65.4,7,3,8,5,0,0,54,14,5,100,81.5,68.5,83,98.8
28Q144,2008,36,88,94,97,85,113,72,94,0,0,0,0,0,0,18,697,66,25,35,0,0,34,10,0,0.1,7.9,16.1,37.9,38,50.8,49.2,94.8,92.6,23.9,9,12,5,2,0,0,55,13,3,94.5,76.4,69.1,91,90.3
28Q157,2008,0,0,0,0,0,0,0,251,316,305,103,0,0,0,45,1020,101,19,99,0,0,92,28,1,0.7,14.8,21.7,25,37.8,52.8,47.2,93.9/89.7,94.6,40,3,35,33,11, TBD ,0,84,24,4,96.4,71.4,64.3,89,95.4
28Q160,2008,53,82,127,114,103,87,104,93,0,0,0,0,0,0,0,763,16,29,54,0,0,44,6,2,2.9,70.5,14.9,9.2,2.5,50.2,49.8,92.9,92.6,89.1,5,6,2,12,0,0,58,10,7,100,77.6,62.1,91,94.2
28Q161,2008,20,74,97,107,101,132,133,117,0,0,0,0,0,0,3,784,0,42,53,0,0,90,1,0,2.3,10.7,20.2,64.2,2.7,51.2,48.8,94.6,94.4,84.3,3,3,6,0,0,0,63,9,6,96.8,73,58.7,95,100
