DBN,Year,PreK,Kindergarten,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Ungraded,Total,SCC,CTT,other,bilingual,dualLang,esl,ELLwithIEP,overage,nativeAmerican,black,latino,asian,white,male,female,attendance,stability,povertyRate,temporaryHousing,immigrants,principalSuspensions,superintendentSuspensions,cte,earlyCollege,teachers,admin,paraprofessionals,fullyLicensed,moreThanTwoTeaching,moreThanFiveTeaching,mastersDegreeOrHigher,coreClassHighlyQualifiedTeacher
28Q174,2008,32,65,70,80,80,82,74,87,0,0,0,0,0,0,2,572,39,7,43,0,0,84,11,0,0.2,4,20.8,38.6,36.4,52.3,47.7,94.8,95.1,38,0,7,5,1,0,0,41,10,1,100,85.4,58.5,98,100
28Q175,2008,0,131,109,107,95,82,93,0,0,0,0,0,0,0,5,622,35,0,53,0,0,55,0,0,0,3,17,15.8,64.2,53.2,46.8,95.2,86.5,63.2,0,7,0,0,0,0,43,11,0,100,83.7,65.1,91,100
28Q182,2008,92,251,254,266,0,0,0,0,0,0,0,0,0,0,10,873,32,9,37,76,0,292,0,0,0.1,13.5,49.4,32.6,4.4,50.1,49.9,,90.2,83.3,4,15,21,6,0,0,61,14,6,98.4,73.8,68.9,93,94.5
28Q190,2008,0,0,0,0,0,0,0,0,374,436,83,0,0,0,4,897,54,13,39,0,0,75,4,3,0.1,8,26.1,34.2,31.6,55.7,44.3,95.3/93.2,96.6,38.3,3,35,122,15, TBD ,0,67,13,0,100,70.1,56.7,87,85.8
28Q196,2008,0,124,136,138,105,103,96,0,0,0,0,0,0,0,1,703,9,10,36,0,0,59,1,0,0.1,3.3,13.5,39.1,44,52.2,47.8,95.9,96.3,14.6,3,14,5,0,0,0,39,6,1,94.9,71.8,56.4,95,100
28Q206,2008,22,118,96,109,98,109,90,0,0,0,0,0,0,0,2,644,36,26,35,0,0,91,0,0,0.8,24.2,26.4,21.6,27,54.4,45.6,94,94.2,60.6,8,7,7,5,0,0,52,11,8,100,80.8,61.5,92,95.7
28Q217,2008,0,0,0,0,0,0,0,149,509,555,0,0,0,0,0,1213,62,15,68,15,0,159,0,3,0.6,15.2,43.9,36.3,4,54.9,45.1,91.7,92,69,12,69,117,24,0,0,88,21,5,100,81.8,71.6,91,94.8
28Q220,2008,29,71,67,80,86,63,67,0,0,0,0,0,0,0,8,471,34,53,17,0,0,124,0,0,0.2,7,25,26.3,41.4,59.2,40.8,94.7,91.5,60.4,1,5,6,3,0,0,46,14,9,100,69.6,54.3,93,81.5
28Q284,2008,0,0,0,0,0,0,0,81,81,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,2.5,71,10.5,14.2,1.8,53.1,46.9,97.3,95.6,51.9,1,0,0,0,0,0,8,2,0,100,0,50,75,87
28Q440,2008,0,0,0,0,0,0,0,0,0,0,844,1062,892,838,5,3641,109,55,124,0,0,369,29,83,0.4,10.1,29.5,22.6,37.4,51,49,89.8,93.9,21.9,10,117,233,11, TBD ,0,186,50,3,99.5,80.1,64.9,83,96.1
28Q470,2008,0,0,0,0,0,0,0,0,0,0,582,567,410,228,0,1787,96,9,52,116,0,136,1,189,0.7,61.6,17.5,19.1,1.1,51.7,48.3,81.4,90.9,24.4,12,56,836,40, TBD ,0,118,36,1,99.2,84.6,71.5,92,94.7
28Q505,2008,0,0,0,0,0,0,0,0,0,0,1102,933,683,617,14,3349,118,42,148,130,0,259,23,176,0.5,48,22.4,26.8,2.2,41.9,58.1,84,93.8,32.7,30,105,6,1, TBD ,0,177,67,6,100,77,61.2,84,85
28Q540,2008,0,0,0,0,0,0,0,0,0,0,0,124,103,197,0,424,0,0,26,0,0,27,1,100,0.2,52.8,29.7,11.1,6.1,47.4,52.6,,49.3,56.1,4,16,2,4, TBD ,0,28,8,2,100,53.6,50,79,88.2
28Q620,2008,0,0,0,0,0,0,0,0,0,0,768,857,593,501,5,2724,111,0,77,0,0,26,21,20,0.4,28.5,25.2,40.2,5.8,67.4,32.6,92,97.4,33.4,2,14,269,45, TBD ,0,139,38,4,99.3,74.1,72.7,89,90.2
28Q680,2008,0,0,0,0,0,0,0,0,94,85,109,129,106,89,0,612,0,0,1,0,0,0,0,2,0.2,48,14.9,34.6,2.3,35.3,64.7,97.7/94.1,99.5,41.9,1,0,1,0, TBD ,0,34,10,0,100,82.4,61.8,85,97.5
28Q687,2008,0,0,0,0,0,0,0,0,0,0,81,109,93,88,0,371,0,0,2,0,0,0,0,0,0,17,9.2,61.2,12.7,47.4,52.6,96.7,100,24.3,0,0,9,2, TBD ,0,26,8,1,100,84.6,65.4,88,99
28Q690,2008,0,0,0,0,0,0,0,0,0,0,188,149,106,116,0,559,18,0,27,0,0,5,1,8,0.5,76.9,15.2,5,2.3,47.8,52.2,88.3,93.3,43.2,2,2,110,12, TBD ,0,35,11,1,100,45.7,37.1,100,97.4
28Q896,2008,0,0,0,0,0,0,0,0,72,83,78,0,0,0,0,233,1,1,11,0,0,5,0,0,0,67.8,15.9,15.9,0.4,0,100,96.0/94.7,100,56.9,1,4,0,0, TBD ,0,18,3,0,100,16.7,33.3,83,98.3
29Q015,2008,0,55,62,88,71,77,90,0,0,0,0,0,0,0,0,443,15,25,13,0,0,7,0,0,0.2,93.7,3.6,1.1,1.4,50.1,49.9,94.3,91.7,62.1,5,1,0,0,0,0,31,7,2,100,61.3,48.4,74,86.8
29Q033,2008,0,148,182,156,201,187,205,0,0,0,0,0,0,0,4,1083,33,6,47,0,0,160,4,0,1.4,27.2,27,38.7,5.7,49.7,50.3,94.7,92.1,58.3,13,23,6,8,0,0,75,14,4,100,70.7,64,95,99
29Q034,2008,11,61,81,80,79,89,88,0,0,0,0,0,0,0,1,490,34,0,17,0,0,46,2,0,0.4,79.2,14.9,4.5,1,54.1,45.9,93.1,85.6,88.8,20,7,30,8,0,0,40,11,1,100,72.5,47.5,93,97.7
29Q035,2008,18,89,90,116,101,110,119,0,0,0,0,0,0,0,0,643,30,6,34,0,0,68,7,0,1.2,46.7,27.1,23.5,1.6,50.1,49.9,93.2,90.7,60.2,6,11,32,0,0,0,47,6,4,100,66,57.4,94,88.9
29Q036,2008,0,46,85,76,79,99,99,0,0,0,0,0,0,0,0,484,53,0,19,0,0,15,0,0,0.2,91.3,4.8,1.4,2.3,53.3,46.7,92.9,89.8,63.4,8,0,0,1,0,0,33,11,5,97,63.6,57.6,85,93.3
29Q037,2008,53,67,63,72,71,74,66,89,0,0,0,0,0,0,3,558,52,0,29,0,0,18,2,0,0.5,91.2,6.4,0.7,1.1,51.2,48.8,91.5,88.3,65.8,19,0,14,3,0,0,44,10,4,100,81.8,84.1,91,77.8
29Q038,2008,0,40,43,33,46,69,58,59,0,0,0,0,0,0,0,348,20,12,17,0,0,11,0,1,0.3,89.9,5.2,2.6,2,49.4,50.6,94.1,94,71.8,6,3,8,3,0,0,31,5,1,100,67.7,61.3,87,96.7
29Q052,2008,31,76,96,76,70,89,85,83,0,0,0,0,0,0,1,607,21,26,22,0,0,25,1,0,0.3,88,7.1,3.3,1.3,52.1,47.9,92.1,89.2,73.3,6,3,16,9,0,0,47,10,4,95.7,59.6,46.8,83,100
29Q059,2008,0,0,0,0,0,0,0,261,276,347,0,0,0,0,0,884,53,30,43,0,0,9,2,2,0.6,93.1,4.8,1.1,0.4,53,47,92.9,93.6,50.7,17,1,79,35,0,0,69,16,1,100,68.1,62.3,83,93.8
29Q095,2008,0,212,223,191,209,209,204,0,0,0,0,0,0,0,6,1254,10,29,45,136,10,219,0,0,0.3,17.6,39.6,38.9,3.6,49,51,94.8,92.1,77,1,39,1,0,0,0,86,14,10,100,72.1,67.4,95,97.2
29Q109,2008,0,0,0,0,0,0,0,419,517,532,0,0,0,0,2,1470,56,7,79,0,0,80,4,2,1.3,49.4,19.7,27.8,1.8,50.9,49.1,91.5,94.8,50.6,8,27,47,30,0,0,93,20,2,100,61.3,61.3,82,79.3
29Q116,2008,52,99,106,102,86,86,98,90,88,87,0,0,0,0,1,895,42,0,43,0,0,68,1,6,0.9,77.3,14.4,6.2,1.2,46.6,53.4,91.7,88.8,78.4,11,11,28,4,0,0,63,11,10,100,65.1,55.6,81,87
29Q118,2008,27,92,110,126,91,112,104,0,0,0,0,0,0,0,0,662,39,19,39,0,0,29,2,0,0.2,87.6,8.2,1.8,2.3,50.8,49.2,92.4,88.9,88.1,8,1,6,4,0,0,55,15,4,100,80,67.3,95,96.6
29Q131,2008,0,100,138,112,103,139,101,0,0,0,0,0,0,0,1,694,22,7,17,0,0,197,0,0,0.3,18,8.6,63.7,9.4,47.8,52.2,94.6,93.4,79.9,8,6,0,0,0,0,51,9,2,100,62.7,52.9,90,95.8
29Q132,2008,50,48,64,53,59,72,67,0,0,0,0,0,0,0,1,414,15,18,17,0,0,8,1,0,0.2,93,5.1,0.7,1,48.6,51.4,94.1,93.1,56.6,0,2,2,3,0,0,31,7,6,100,61.3,64.5,87,100
29Q134,2008,36,63,77,80,75,51,63,0,0,0,0,0,0,0,16,461,51,7,14,0,0,43,0,0,0.9,85.5,8,3,2.6,50.5,49.5,92.1,89.1,66.8,12,5,0,6,0,0,39,14,5,100,74.4,48.7,90,94.6
29Q135,2008,0,175,209,198,215,191,205,0,0,0,0,0,0,0,6,1199,20,47,44,0,43,87,2,0,1.9,38,23.3,33.1,3.8,50.5,49.5,94.9,95,76.7,4,9,3,1,0,0,91,23,12,100,78,65.9,90,94
29Q136,2008,35,90,98,118,121,113,132,0,0,0,0,0,0,0,3,710,35,7,50,0,0,30,0,0,0.4,93.5,3.5,1.1,1.4,50.3,49.7,92.8,85.9,62.2,15,3,11,4,0,0,48,12,5,100,64.6,75,88,87.7
29Q138,2008,18,80,86,80,104,100,126,102,116,115,0,0,0,0,4,931,56,0,33,0,0,43,2,0,0.3,87.5,8.7,1.7,1.7,53.1,46.9,93.2,91.8,66.8,11,10,0,3,0,0,68,15,2,100,66.2,66.2,91,82.5
29Q147,2008,18,75,96,81,104,96,105,114,114,99,0,0,0,0,6,908,37,25,26,0,0,27,2,1,0.3,92.4,4,1.6,1.6,51.6,48.4,93.8,91.8,58,15,8,52,8,0,0,64,11,4,100,54.7,45.3,84,97.6
29Q156,2008,0,58,77,88,91,88,100,103,101,81,0,0,0,0,0,787,61,0,39,0,0,17,1,0,0.1,94.3,3.4,0.9,1.3,53.1,46.9,94.6,91.8,52.9,5,2,0,1,0,0,58,10,6,100,67.2,69,98,86.8
29Q176,2008,18,74,99,106,107,123,96,0,0,0,0,0,0,0,0,623,23,8,27,0,0,6,5,0,0.2,95.2,2.7,0.8,1.1,46.2,53.8,94.8,96.3,73.7,2,2,8,1,0,0,43,8,0,97.7,76.7,76.7,93,100
29Q181,2008,29,60,54,55,63,60,99,82,0,0,0,0,0,0,2,504,54,8,34,0,0,14,0,0,0.4,92.1,4,1.4,2.2,59.3,40.7,91.8,86.6,71.8,3,5,5,0,0,0,39,11,4,100,71.8,66.7,82,100
29Q192,2008,0,0,0,0,0,0,0,201,207,202,1,0,0,0,1,612,41,19,47,16,0,22,7,2,0.3,93.5,4.7,1.5,0,51.3,48.7,94.4,88.9,70.2,22,13,20,21, TBD ,0,46,15,3,100,69.6,58.7,89,90.7
29Q195,2008,36,91,108,91,95,105,97,84,0,0,0,0,0,0,5,712,56,25,29,0,0,9,3,0,0.1,90.6,4.1,2.2,3,50.1,49.9,93.1,91.1,61.3,6,3,20,0,0,0,51,14,8,100,76.5,58.8,94,92.5
29Q208,2008,0,71,75,77,78,78,85,92,87,81,0,0,0,0,1,725,4,13,46,0,0,8,0,0,0.1,76.6,9,11.7,2.6,47.6,52.4,95.4,97.6,37.8,1,0,13,0,0,0,51,11,1,100,64.7,60.8,84,93
29Q231,2008,0,0,0,0,0,0,0,0,349,408,1,0,0,0,1,759,41,11,56,0,0,14,1,4,0.8,92.8,4.2,1.4,0.8,53,47,90,89.9,47.8,6,5,262,56, TBD ,0,56,14,2,100,78.6,69.6,82,83.2
29Q238,2008,0,0,0,0,0,0,0,516,491,471,0,0,0,0,26,1504,64,19,77,40,0,124,8,5,1.2,46.8,26.1,24.9,0.9,48.7,51.3,90.7,93,66.8,9,57,1,17,0,0,103,26,5,100,82.5,71.8,94,88.8
29Q248,2008,0,0,0,0,0,0,0,0,0,0,85,103,79,0,1,268,0,9,12,0,0,5,1,5,0.4,85.4,8.2,4.8,1.1,51.5,48.5,87.3,93.7,46,1,2,81,13, TBD ,0,16,6,0,100,18.8,25,63,100
29Q251,2008,0,92,129,95,91,0,0,0,0,0,0,0,0,0,3,410,33,0,20,0,0,4,1,0,0.5,93.7,1.7,1.5,2.7,46.6,53.4,,98.3,42.3,0,0,2,1,0,0,27,7,4,100,77.8,81.5,96,81
29Q259,2008,0,0,0,0,0,0,0,77,87,70,88,77,51,0,0,450,0,8,29,0,0,2,0,3,0.4,91.3,5.1,2.4,0.7,45.6,54.4,94.0/80.8,93.2,42.9,3,1,53,14, TBD ,0,25,4,1,100,16,40,72,84.5
29Q265,2008,0,0,0,0,0,0,0,0,0,0,122,95,86,88,0,391,0,16,27,0,0,13,0,10,0.3,89.8,6.9,2.8,0.3,48.6,51.4,87.2,92,69.8,5,4,37,10, TBD ,0,23,8,1,100,34.8,39.1,83,88.3
29Q268,2008,0,46,52,64,60,67,51,63,46,51,0,0,0,0,5,505,18,24,25,0,0,28,0,0,1.4,59.6,16.8,19.2,3,49.5,50.5,94.8,98.2,63,2,1,24,8,0,0,43,8,1,100,60.5,34.9,86,82.6
29Q270,2008,0,48,53,58,81,107,78,55,85,54,0,0,0,0,4,623,11,15,34,0,0,7,0,0,1.1,94.7,1.8,1.3,1.1,48,52,96.1,95.6,34.8,0,0,24,7,0,0,39,7,2,100,74.4,53.8,82,66.3
29Q272,2008,0,0,0,0,0,0,0,0,0,0,130,124,73,75,0,402,0,17,29,0,0,13,0,9,0.5,70.9,17.7,8.7,2.2,46,54,90,92.3,51.8,8,1,28,6, TBD ,0,21,9,3,100,66.7,66.7,81,89.3
29Q283,2008,0,0,0,0,0,0,0,31,28,38,68,26,0,0,0,191,8,0,7,0,0,5,0,4,0,86.9,10.5,1.6,1,40.3,59.7,92.4/74.6,85.7,42,2,2,73,1, TBD ,0,12,7,3,100,0,33.3,83,80.4
29Q295,2008,21,40,18,27,0,0,0,64,0,0,0,0,0,0,1,171,10,0,5,0,0,24,2,0,0.6,33.3,40.4,18.7,7,53.2,46.8,93.8,66.9,55.7,2,3,4,1,0,0,18,3,3,100,0,50,83,100
29Q492,2008,0,0,0,0,0,0,0,0,0,0,158,124,114,119,0,515,20,0,19,0,0,19,0,5,1.2,80.4,8.9,9.1,0.4,61,39,87.8,96,30.9,0,10,53,4, TBD ,0,30,13,0,96.7,80,53.3,90,90.4
29Q494,2008,0,0,0,0,0,0,0,0,0,0,248,154,83,49,1,535,37,0,24,0,0,6,0,20,0.8,79.6,13.8,4.9,0.9,44.5,55.5,85.9,94.7,31.5,3,0,75,7, TBD ,0,25,5,1,100,76.9,65.4,77,91.6
29Q496,2008,0,0,0,0,0,0,0,0,0,0,223,145,55,82,2,507,31,0,37,0,0,17,1,24,1,82.6,10.1,4.9,1.4,63.9,36.1,86.5,96.7,24.5,5,9,68,3, TBD ,0,32,9,2,96.9,78.1,75,88,86.9
29Q498,2008,0,0,0,0,0,0,0,0,0,0,183,135,123,62,0,503,19,0,25,0,0,11,0,16,1,85.7,8.8,3.2,1.4,47.7,52.3,85.5,96.4,50.6,5,2,59,7, TBD ,0,28,11,1,100,86.2,75.9,93,82.7
30Q002,2008,0,107,111,97,105,98,91,0,0,0,0,0,0,0,23,632,46,8,36,14,0,125,14,0,0.3,2.5,41.1,16.5,39.6,50.2,49.8,94.6,94.6,64.3,0,10,3,0,0,0,48,13,3,100,75,66.7,83,100
30Q010,2008,0,0,0,0,0,0,0,301,297,287,0,0,0,0,0,885,30,29,44,0,0,127,0,2,0.3,7.9,45.8,27.2,18.8,54,46,93,94.8,91.4,4,36,175,57,0,0,63,17,3,95.2,81,69.8,90,91.1
30Q011,2008,0,175,162,175,180,172,143,165,0,0,0,0,0,0,3,1175,10,0,63,10,0,318,0,0,0,1.1,42.5,41.7,14.7,49.4,50.6,95.4,93.5,69.4,4,26,0,0,0,0,79,18,1,100,82.3,72.2,96,85.8
30Q017,2008,36,117,107,108,108,117,100,0,0,0,0,0,0,0,6,699,10,46,29,0,0,239,4,0,0.1,8.9,52.9,20.5,17.6,50.9,49.1,94.9,89.9,77.4,26,21,29,10,0,0,59,9,9,100,66.1,54.2,90,88.7
30Q069,2008,72,192,157,190,218,208,191,0,0,0,0,0,0,0,2,1230,11,38,34,0,0,340,5,0,0.6,1.4,41.9,42.2,14,51,49,95,91.8,62.3,0,37,25,2,0,0,75,13,4,100,76,65.3,96,100
30Q070,2008,93,154,183,173,144,162,154,0,0,0,0,0,0,0,8,1071,18,20,58,35,0,193,13,0,0.1,1.8,43,21.1,34.1,52.8,47.2,95.3,93.3,70,5,33,0,1,0,0,78,13,4,98.7,74.4,56.4,90,89.6
30Q076,2008,75,86,114,104,90,102,80,0,0,0,0,0,0,0,12,663,101,53,33,30,0,76,15,0,0.4,30.3,52.2,6.8,10.3,52.6,47.4,92.9,93.5,76.7,11,2,13,4,0,0,75,23,15,100,66.7,50.7,91,85.6
30Q078,2008,36,37,43,36,38,37,24,0,0,0,0,0,0,0,0,251,0,29,10,0,0,47,0,0,1.2,8.4,39,13.2,38.2,50.2,49.8,94.1,95.4,57.7,1,1,0,1,0,0,29,4,1,100,89.7,65.5,93,100
30Q084,2008,36,54,42,66,51,55,42,31,0,0,0,0,0,0,4,381,12,30,18,0,0,81,6,0,0.3,2.1,38.3,16,43.3,49.6,50.4,94.5,92.9,71.1,0,7,0,0,0,0,35,7,2,97.1,68.6,74.3,94,96.4
30Q085,2008,85,72,65,65,61,42,67,0,0,0,0,0,0,0,3,460,22,40,7,0,0,82,23,0,0.9,1.7,38.5,22.6,36.3,55.4,44.6,94.6,93.6,69.2,0,1,6,1,0,0,36,14,2,100,77.8,61.1,86,86.2
30Q092,2008,36,122,158,120,132,127,121,0,0,0,0,0,0,0,6,822,36,37,37,61,0,410,4,0,0.1,6.4,88.1,3.8,1.6,52.6,47.4,95.5,92.9,89.4,3,25,6,0,0,0,64,23,8,98.4,76.6,64.1,83,80.4
30Q111,2008,33,44,66,59,54,49,54,26,19,0,0,0,0,0,8,412,22,39,19,0,0,52,8,0,0.5,50.5,39.8,3.2,6.1,49.8,50.2,89.5,89.1,91.4,6,9,66,8,0,0,51,11,6,100,52.9,43.1,84,97.7
30Q112,2008,0,89,92,77,86,84,94,0,0,0,0,0,0,0,13,535,49,13,19,0,0,116,8,0,1.3,18.5,47.5,25,7.7,52.9,47.1,93.2,93.1,88.3,3,2,11,6,0,0,45,19,7,97.8,80,71.1,93,100
30Q122,2008,36,155,152,198,188,200,202,105,62,66,0,0,0,0,0,1364,18,47,53,0,0,84,6,0,0.3,6.7,25.9,32,35,50,50,95.4,96.8,52.7,3,4,16,4,0,0,85,15,4,100,74.1,41.2,91,99.4
30Q126,2008,0,0,0,0,0,0,0,199,220,226,0,0,0,0,1,646,51,51,33,8,0,86,20,8,0.5,18.7,56.2,18,6.7,52.9,47.1,89.2,91.9,83.3,9,23,107,74,0,0,60,13,5,100,81.7,63.3,90,90.7
30Q127,2008,67,129,127,139,142,136,109,108,110,88,0,0,0,0,4,1159,38,15,43,45,0,270,4,1,0.1,26,62.6,9.1,2.3,51.4,48.6,93.5,90.8,92.3,11,27,58,13,0,0,78,19,5,100,73.1,55.1,85,85.1
30Q141,2008,0,0,0,0,0,0,0,323,355,348,0,0,0,0,4,1030,40,43,37,0,0,95,0,0,0.3,4.8,42.6,22.2,30.1,54.4,45.6,93.2,94.3,62.5,10,18,5,14,0,0,73,19,1,100,83.6,58.9,95,97.1
30Q145,2008,0,0,0,0,0,0,0,564,650,666,0,0,0,0,0,1880,12,45,87,140,62,249,0,3,0.1,3.4,85.7,8.8,2,50.9,49.1,94.4,93.2,75.2,9,164,157,4,0,0,131,27,1,100,77.9,63.4,89,89.7
30Q148,2008,70,154,182,166,164,200,196,0,0,0,0,0,0,0,8,1140,27,30,76,56,0,281,11,0,0,2.7,80,13,4.3,49.6,50.4,93.7,92.1,70.4,1,34,0,0,0,0,84,14,3,97.6,83.3,65.5,96,100
30Q149,2008,0,150,168,160,219,212,209,0,0,0,0,0,0,0,2,1120,12,38,51,171,139,299,8,0,0.1,0.4,84.6,10.4,4.5,49.4,50.6,95.3,94.7,77.9,4,43,3,0,0,0,84,11,1,100,78.6,70.2,88,96.7
30Q150,2008,100,159,176,185,162,173,134,133,0,0,0,0,0,0,10,1232,9,124,25,38,21,261,5,0,0.3,2.8,46.1,35.4,15.3,49.4,50.6,95.2,96.2,66.1,1,5,6,4,0,0,94,16,4,100,68.1,56.4,86,95.7
30Q151,2008,50,86,101,65,83,91,101,0,0,0,0,0,0,0,4,581,38,35,14,3,0,136,4,0,0.2,16,47.8,21.5,14.5,53.7,46.3,92.5,89.6,74,3,6,32,0,0,0,59,20,4,100,89.8,72.9,92,100
30Q152,2008,72,198,193,188,181,203,179,50,0,0,0,0,0,0,3,1267,19,39,22,67,0,436,23,0,0.4,0.9,44.2,45.9,8.6,50.5,49.5,95,92.6,74.8,0,8,1,0,0,0,83,16,8,92.8,77.1,59,89,100
30Q166,2008,70,143,205,189,155,171,160,0,0,0,0,0,0,0,7,1100,41,27,60,0,38,317,10,0,0.4,4.6,45.6,29.1,20.2,49.8,50.2,95.5,95.4,77.4,2,22,17,4,0,0,76,20,5,98.7,76.3,77.6,91,100
30Q171,2008,89,86,113,99,96,102,112,0,0,0,0,0,0,0,2,699,0,83,28,0,0,100,9,0,0.3,19.3,46.9,24,9.4,48.5,51.5,92.4,94.6,93.4,8,3,4,4,0,0,65,16,2,95.4,78.5,72.3,91,98.9
30Q204,2008,0,0,0,0,0,0,0,259,292,320,0,0,0,0,12,883,85,40,48,0,0,138,0,5,0.2,21.7,53.4,18.6,6,52.9,47.1,92,95.7,79.2,6,27,110,74,0,0,74,20,2,100,63.5,48.6,85,95.2
30Q212,2008,0,102,99,133,133,110,146,0,0,0,0,0,0,0,14,737,32,10,48,0,0,172,9,0,0,2.3,72.6,15.2,9.9,46.3,53.7,95.1,97,75,3,21,0,2,0,0,47,16,6,100,85.1,74.5,85,85
30Q222,2008,72,83,83,70,0,0,0,0,0,0,0,0,0,0,1,309,11,0,11,8,20,44,0,0,0,1.3,74.8,10.4,13.6,54,46,,91.3,74.9,1,7,0,0,0,0,23,7,5,100,82.6,65.2,83,88
30Q227,2008,0,0,0,0,0,0,141,458,441,419,0,0,0,0,13,1472,80,64,43,0,0,32,20,1,0.1,16.8,35.2,17.3,30.5,49.7,50.3,95.1,99.4,50,1,10,23,4,0,0,96,40,15,99,74,64.6,92,100
30Q228,2008,71,116,100,89,0,0,0,0,0,0,0,0,0,0,0,376,0,45,4,35,0,59,0,0,0.5,2.4,81.1,11.2,4.8,47.6,52.4,,96.4,76.4,2,4,0,0,0,0,30,10,6,96.7,80,66.7,97,100
30Q230,2008,0,0,0,0,0,0,0,313,317,326,0,0,0,0,25,981,57,37,33,0,0,137,0,0,0,2,51.3,39.9,6.8,54.4,45.6,94.8,96.7,75.2,1,43,21,4,0,0,68,27,3,100,77.9,57.4,79,97.2
30Q234,2008,36,112,116,120,99,112,94,0,0,0,0,0,0,0,4,693,42,0,26,0,0,227,12,0,0,4.8,43.9,26.1,25.2,48.5,51.5,94.5,95.9,81.1,11,27,10,0,0,0,59,20,0,100,76.3,47.5,88,100
30Q235,2008,0,0,0,0,0,0,0,25,48,56,0,0,0,0,0,129,0,0,0,73,0,53,0,2,0.8,0,63.6,27.9,7.8,46.5,53.5,95.5,59.6,91.8,0,108,0,0,0,0,13,6,0,100,76.9,76.9,92,93.3
30Q286,2008,0,0,0,0,0,0,0,81,78,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,5,52.8,22,20.1,0,100,97.7,98.7,73.4,2,2,0,1,0,0,11,2,0,100,0,9.1,73,100
30Q445,2008,0,0,0,0,0,0,0,0,0,0,1023,933,612,586,7,3161,165,47,133,306,0,419,36,223,0.2,9.4,48.3,26.6,15.4,53.3,46.7,85,92.3,33.2,24,196,110,55, TBD ,0,185,59,6,100,86.9,66.5,85,88.1
30Q450,2008,0,0,0,0,0,0,0,0,0,0,1059,863,776,613,26,3337,191,144,103,137,0,279,60,200,0.1,13.6,57.2,16.2,12.9,51.8,48.2,82.2,94.1,60.3,14,128,101,23, TBD ,0,201,85,15,97.6,88.5,66.8,85,90.8
30Q501,2008,0,0,0,0,0,0,0,0,0,0,143,182,166,122,0,613,0,0,10,0,0,6,0,3,0.3,22.2,28.2,9.3,40,31.3,68.7,92.2,98.7,18.8,0,3,4,23, TBD ,0,44,11,0,100,70.5,56.8,84,92.5
30Q502,2008,0,0,0,0,0,0,0,0,0,0,319,304,149,197,5,974,46,42,11,0,0,89,5,33,0.5,16.4,56.4,14.3,12.4,63.2,36.8,86.2,93.5,56.7,1,17,59,24, TBD ,0,59,19,3,98.3,50,46.7,75,87.8
30Q555,2008,0,0,0,0,0,0,0,0,0,0,194,446,341,35,0,1016,0,0,0,669,0,227,0,300,0,4.7,56,33.4,5.9,53.2,46.8,91.1,81.3,73.4,22,313,1,2, TBD ,0,64,16,0,100,77.9,67.6,82,92.2
30Q575,2008,0,0,0,0,0,0,0,0,0,0,207,196,104,118,0,625,0,31,18,0,0,0,33,6,0.2,10.9,32,31.4,25.6,44.2,55.8,93.4,97.9,41,1,13,21,2, TBD ,0,34,9,0,97.1,80,51.4,83,94.8
30Q580,2008,0,0,0,0,0,0,0,0,71,75,80,80,68,56,0,430,0,0,1,0,0,7,0,0,0,14.6,29.5,17.7,38.1,43.5,56.5,97.0/94.9,97.7,33.3,0,2,0,0, TBD ,0,35,4,0,100,74.3,42.9,91,83.2
31R001,2008,36,88,98,81,78,84,87,0,0,0,0,0,0,0,1,553,0,24,46,0,0,18,0,0,0.7,0.5,9.8,1.4,87.5,49,51,94.5,98.6,16.2,0,4,7,7,0,0,35,6,5,94.3,62.9,65.7,91,97.4
31R002,2008,0,0,0,0,0,0,0,310,323,317,0,0,0,0,2,952,71,35,67,0,0,43,3,4,0.5,7.1,23.5,5.8,63,49.8,50.2,89.9,93.8,47.6,5,10,158,21,0,0,68,16,5,98.5,80.9,66.2,84,80.4
31R003,2008,47,132,133,131,109,113,123,0,0,0,0,0,0,0,7,795,29,8,58,0,0,25,0,0,0.1,0.5,5.7,3.9,89.8,50.7,49.3,94.2,96,12.7,2,2,6,2,0,0,48,18,22,95.8,81.3,72.9,98,93.5
31R004,2008,36,141,117,125,129,110,116,0,0,0,0,0,0,0,5,779,45,49,58,0,0,26,1,0,0.6,1.7,13.7,7.6,76.4,55.3,44.7,93.4,98.1,26.8,3,0,0,0,0,0,72,20,13,100,62.5,41.7,92,100
31R005,2008,0,38,30,33,34,51,39,0,0,0,0,0,0,0,0,225,0,0,12,0,0,8,0,0,0.9,0,8,1.8,89.3,56.4,43.6,94.3,99.1,14.5,0,0,0,1,0,0,16,2,1,100,81.3,81.3,100,96.8
31R006,2008,31,129,132,153,155,137,158,0,0,0,0,0,0,0,0,895,29,63,77,0,0,33,0,0,0.6,1,9.6,2.7,86.2,51.8,48.2,94.5,97.6,15.6,0,1,20,0,0,0,63,14,9,95.2,85.7,61.9,95,90.7
31R007,2008,0,0,0,0,0,0,0,354,400,415,0,0,0,0,23,1192,65,40,67,0,0,6,1,0,0.3,1.3,6.5,4.9,87,52,48,93.4,97.4,16.8,2,5,65,6,0,0,72,28,13,97.2,77.8,72.2,92,96.4
